,Code,Name,Band,DT_20MIN,DT_30MIN,UR_ex,OccHH_ex,UR_ap,OccHH_ap,geometry,settlement_area,Suitable_area_300m,Unsuitable_area_300m,Suitable_area_1km,Unsuitable_area_1km,Suitable_area_2km,Unsuitable_area_2km,Suitable_area_5km,Unsuitable_area_5km
0,N11000199,DUNNAMORE,H,Y,Y,119.0,35.0,119.0,35.0,"MULTIPOLYGON (((268852.63899999997 381005.968, 268889.475 380988.857, 268905.76399999997 380980.027, 268942.504 380965.247, 268974.895 380950.043, 269013.896 380930.212, 269015.218 380930.212, 269036.181 380921.57, 269037.247 380917.306, 269049.685 380915.174, 269053.593 380914.464, 269057.502 380926.368, 269058.923 380931.521, 269060.523 380937.206, 269081.133 380928.85599999997, 269086.108 380926.723, 269123.776 380883.192, 269143.459 380860.803, 269152.027 380851.743, 269141.681 380827.266, 269131.24 380805.013, 269129.462 380793.82, 269140.3 380787.956, 269138.879 380779.605, 269132.838 380761.305, 269138.346 380758.462, 269136.747 380734.12, 269136.391 380732.698, 269099.17 380729.918, 269098.901 380688.989, 269091.795 380689.167, 269081.133 380693.254, 269058.847 380706.782, 269043.376 380713.296, 269033.515 380715.463, 268996.203 380729.678, 268989.629 380733.23099999997, 268986.786 380734.12, 268984.729 380734.487, 268834.094 380760.987, 268816.747 380762.015, 268802.365 380764.953, 268794.432 380765.614, 268755.562 380769.759, 268756.75299999997 380792.055, 268742.781 380796.723, 268722.82 380805.653, 268703.87 380816.515, 268696.598 380822.463, 268704.26 380881.81799999997, 268707.412 380905.27999999997, 268680.073 380896.499, 268653.631 380896.499, 268627.745 380896.175, 268630.196 380905.98, 268619.866 380906.85599999997, 268582.994 380912.172, 268583.262 380913.245, 268583.529 380916.116, 268611.35099999997 381005.968, 268644.577 380991.398, 268653.631 381004.909, 268673.538 381032.442, 268713.786 381082.25, 268756.75299999997 381059.775, 268784.055 381042.57, 268852.63899999997 381005.968)), ((268442.096 381235.953, 268441.90499999997 381235.262, 268441.756 381235.60599999997, 268436.306 381216.309, 268426.289 381191.267, 268420.839 381175.8, 268417.303 381164.163, 268413.473 381153.558, 268442.1 381150.337, 268463.914 381147.032, 268477.586 381148.334, 268477.534 381148.462, 268479.576 381148.55199999997, 268479.683 381148.548, 268479.838 381148.548, 268479.994 381148.571, 268480.146 381148.578, 268491.678 381149.676, 268520.763 381152.32, 268525.39 381152.32, 268528.665 381150.464, 268519.827 381134.114, 268512.319 381117.972, 268504.80199999997 381104.506, 268502.327 381099.724, 268502.37 381099.618, 268501.732 381098.449, 268501.782 381098.333, 268501.585 381098.181, 268500.475 381096.144, 268491.692 381079.169, 268488.746 381072.54099999997, 268489.629 381069.3, 268504.212 381060.904, 268508.865 381057.792, 268505.559 381045.893, 268493.607 381044.7, 268451.33 381035.126, 268428.879 381028.706, 268416.42 381025.698, 268413.621 381022.458, 268420.248 381005.37, 268426.142 380996.827, 268433.801 380994.47, 268440.135 381000.21499999997, 268445.144 381000.657, 268458.401 380989.314, 268459.285 380985.632, 268451.478 380975.468, 268433.801 380954.845, 268429.235 380958.233, 268415.536 380943.061, 268408.907 380929.362, 268406.483 380917.02, 268403.457 380898.281, 268361.917 380928.478, 268359.118 380928.478, 268352.784 380937.022, 268342.768 380948.069, 268329.607 380959.445, 268314.486 380967.513, 268303.88 380971.638, 268292.832 380970.017, 268272.651 380969.724, 268245.772 380967.891, 268237.151 380967.366, 268229.933 380968.103, 268221.832 380960.886, 268221.979 380954.256, 268223.01 380950.573, 268221.24199999997 380934.665, 268218.149 380923.175, 268213.73 380906.088, 268201.483 380926.907, 268189.584 380946.738, 268171.736 380978.467, 268155.76 381013.035, 268170.717 381021.426, 268184.417 381033.064, 268200.325 381046.763, 268219.917 381065.176, 268236.415 381085.209, 268255.564 381109.808, 268256.595 381111.576, 268257.479 381117.616, 268260.131 381123.36, 268261.751 381128.663, 268264.108 381146.928, 268264.108 381160.62799999997, 268264.99199999997 381173.296, 268268.674 381174.033, 268269.558 381207.765, 268272.357 381221.906, 268272.208 381221.906, 268291.064 381225, 268302.259 381226.031, 268315.221 381226.178, 268335.697 381223.527, 268353.22599999997 381221.906, 268386.959 381216.898, 268406.255 381213.805, 268408.078 381212.082, 268410.38 381219.108, 268412.148 381224.853, 268414.21 381233.249, 268414.336 381242.882, 268441.608 381237.07899999997, 268442.096 381235.953)))",0.1797836718994925,0.0,1.26,0.01,5.84,0.32,17.36,3.95,86.89
1,N11000015,BALLYBARNES,H,Y,Y,242.0,101.0,243.0,102.0,"POLYGON ((345603.6665 375407.8845, 345605.8475 375393.5345, 345606.84249999997 375389.5835, 345624.8335 375384.0595, 345637.7405 375427.8325, 345649.79349999997 375468.7075, 345673.1865 375464.12549999997, 345705.87549999997 375457.63049999997, 345726.4695 375453.5025, 345734.2675 375452.1915, 345748.6175 375452.7705, 345763.7065 375454.36449999997, 345767.3185 375454.7445, 345768.7095 375448.04349999997, 345771.9695 375417.7945, 345785.96749999997 375416.8245, 345810.3145 375415.0405, 345832.4605 375413.4595, 345842.5595 375412.8455, 345846.5015 375415.80449999997, 345846.6135 375415.8885, 345859.5255 375425.5685, 345859.5665 375425.5985, 345866.6315 375430.8075, 345882.3965 375442.0835, 345896.4585 375452.3115, 345910.8215 375462.8395, 345924.0825 375472.7185, 345939.5975 375483.9445, 345949.4565 375491.47849999997, 345957.4455 375483.3195, 345961.98949999997 375478.66349999997, 345968.2795 375471.6065, 345965.1165 375460.7115, 345966.34249999997 375460.3075, 345969.1135 375459.1575, 345972.8605 375457.6025, 345974.0425 375457.1125, 345974.0605 375457.1505, 345978.6725 375466.8415, 345982.5805 375472.8855, 345988.44049999997 375481.12549999997, 345999.0605 375496.8075, 346008.9805 375512.0905, 346020.3005 375528.1215, 346027.2145 375538.9105, 346031.9235 375546.15249999997, 346033.57649999997 375548.5495, 346042.4945 375562.0345, 346051.7125 375576.0185, 346055.2675 375580.6625, 346062.91849999997 375592.0475, 346064.5915 375594.5375, 346066.1885 375596.6445, 346062.2425 375599.5995, 346054.50049999997 375605.2585, 346043.2615 375613.2235, 346042.9125 375614.0735, 346045.3195 375619.7695, 346045.7715 375621.2185, 346046.7275 375626.0665, 346046.9825 375629.2155, 346047.7895 375634.8125, 346049.0015 375644.1595, 346050.1135 375653.1565, 346050.5205 375658.55449999997, 346051.0815 375666.65249999997, 346051.7425 375675.4995, 346052.3925 375688.3575, 346052.6995 375688.5665, 346058.36449999997 375692.5875, 346100.6425 375677.7295, 346119.8835 375671.2035, 346140.1215 375663.1265, 346149.56549999997 375659.3145, 346150.996 375658.581, 346152.345 375657.979, 346164.838 375653.113, 346167.337 375652.409, 346168.6555 375652.0885, 346169.536 375652.306, 346171.585 375651.053, 346169.028 375644.858, 346164.8585 375635.1475, 346159.32649999997 375625.0375, 346153.2215 375614.7355, 346148.0715 375605.0065, 346142.1575 375595.27749999997, 346138.34249999997 375588.7915, 346134.1455 375581.3525, 346127.8505 375571.0505, 346123.7875 375565.3985, 346123.0805 375564.3735, 346107.8195 375542.2455, 346097.5185 375527.5565, 346086.8355 375512.1045, 346081.6845 375504.6645, 346068.1405 375483.6805, 346057.6485 375466.8925, 346045.4395 375446.6715, 346038.5715 375434.4625, 346037.7135 375432.9365, 346031.7045 375422.6365, 346027.8885 375416.3395, 346026.3345 375413.7745, 346018.6935 375400.0075, 346010.2565 375384.5805, 346004.2295 375373.0095, 345996.9975 375358.5455, 345990.2485 375344.5645, 345979.42949999997 375321.1575, 345978.4365 375318.7705, 345970.7225 375300.2075, 345964.9365 375287.4325, 345957.9455 375269.5945, 345943.0015 375232.8255, 345942.51649999997 375231.9885, 345932.6345 375214.8735, 345946.8865 375209.4275, 345958.0785 375202.4315, 345960.6435 375199.6335, 345963.4425 375197.5345, 345963.2075 375194.9695, 345946.3085 375165.1865, 345937.09249999997 375150.4315, 345929.8655 375136.2065, 345916.1055 375111.9565, 345895.5855 375107.9925, 345884.9205 375198.0455, 345877.4645 375196.3505, 345866.3565 375194.1575, 345859.8515 375192.6115, 345858.3505 375191.9125, 345856.2985 375190.9635, 345853.9965 375189.56549999997, 345850.79349999997 375187.5665, 345845.5895 375183.9205, 345839.2835 375179.7245, 345833.8795 375176.4775, 345834.3785 375174.82649999997, 345833.8275 375174.52749999997, 345832.07649999997 375173.6785, 345828.4735 375172.7805, 345826.6215 375171.5815, 345824.2195 375170.0835, 345821.8675 375168.9345, 345818.8325 375167.5845, 345817.5715 375166.9435, 345811.4175 375163.8175, 345803.2465 375159.47849999997, 345795.5795 375155.2415, 345794.0665 375153.5265, 345793.6625 375153.1235, 345786.3995 375151.7115, 345783.7765 375152.0135, 345782.2635 375151.5095, 345771.9745 375149.4915, 345766.1235 375148.3815, 345759.5665 375147.4745, 345753.4125 375147.0705, 345748.9735 375146.2635, 345740.9035 375144.1445, 345732.2275 375142.3295, 345726.9825 375141.1185, 345718.9115 375139.4035, 345717.70149999997 375139.3025, 345714.0695 375137.9915, 345702.9735 375134.5615, 345696.3325 375132.5325, 345695.6705 375132.36449999997, 345693.1185 375131.7165, 345689.06549999997 375130.6695, 345683.2625 375129.3215, 345677.7075 375128.3765, 345675.50549999997 375127.9275, 345671.2025 375126.9305, 345667.6995 375125.8325, 345665.6985 375125.3335, 345663.3465 375125.1355, 345660.6955 375124.9875, 345657.79349999997 375124.5895, 345650.3875 375123.4935, 345638.0785 375122.0015, 345631.4745 375121.1565, 345629.3735 375120.8575, 345627.7215 375120.6085, 345625.8705 375120.3595, 345624.4195 375119.9605, 345621.0665 375118.9125, 345617.6645 375118.0145, 345613.6615 375116.71749999997, 345608.8575 375115.2205, 345605.1545 375114.0725, 345600.7025 375112.87549999997, 345595.9975 375111.9285, 345590.2435 375110.7825, 345585.3395 375109.7855, 345579.1855 375108.73949999997, 345574.2315 375107.8925, 345568.2275 375107.2465, 345563.8745 375106.7495, 345563.0745 375106.5485, 345560.6725 375106.1015, 345557.7705 375106.0035, 345554.21749999997 375105.6555, 345550.4655 375105.1085, 345547.91349999997 375104.6595, 345545.9125 375104.6605, 345539.2585 375105.31549999997, 345532.6045 375106.1195, 345531.6535 375106.1205, 345529.3515 375106.0215, 345526.2495 375105.8235, 345523.2475 375105.7255, 345514.9425 375106.3315, 345514.8145 375107.38049999997, 345514.6175 375108.9835, 345512.5875 375109.2465, 345509.5905 375109.6345, 345504.2375 375110.4385, 345487.8775 375113.2495, 345464.66349999997 375116.7645, 345455.4735 375156.4235, 345451.3135 375175.2195, 345455.4225 375176.8905, 345463.1005 375179.9615, 345471.9105 375184.5125, 345476.6745 375185.8555, 345503.5065 375195.8145, 345514.2945 375200.2405, 345524.8065 375203.2825, 345537.8075 375207.1555, 345556.8945 375213.2415, 345566.8525 375216.2835, 345574.8745 375218.7735, 345587.0455 375221.2635, 345607.2385 375225.4125, 345621.3415 375227.6555, 345632.9645 375229.8385, 345629.6335 375246.3555, 345629.1455 375250.8585, 345628.7535 375255.3615, 345625.2625 375263.8455, 345614.3505 375296.0025, 345609.8815 375305.6575, 345601.3095 375335.4935, 345581.2695 375359.0825, 345566.35349999997 375376.2085, 345551.8315 375394.3115, 345566.5555 375398.4885, 345576.8585 375401.1235, 345603.6665 375407.8845))",0.14583049388624758,0.06,1.08,0.22,5.23,0.85,16.080000000000002,7.640000000000001,81.31
2,N11000121,LOUGHGUILE,H,N,Y,396.0,128.0,396.0,128.0,"POLYGON ((308240.408 425324.409, 308241.835 425339.56299999997, 308242.071 425347.093, 308242.45399999997 425358.474, 308242.614 425363.72, 308240.429 425376.125, 308236.393 425386.506, 308233.27 425394.467, 308232.282 425403.614, 308232.011 425405.947, 308230.27 425419.809, 308229.962 425422.241, 308232.097 425423.807, 308231.727 425427.795, 308230.604 425427.548, 308229.295 425427.709, 308228.839 425428.647, 308228.567 425429.449, 308228.229 425431.262, 308226.817 425440.728, 308225.839 425447.002, 308224.66599999997 425454.544, 308223.531 425461.814, 308222.815 425466.48, 308230.295 425470.233, 308232.676 425471.40499999997, 308244.614 425476.417, 308253.415 425480.132, 308291.075 425497.524, 308320.434 425511.11, 308328.011 425514.55, 308333.142 425516.95399999997, 308338.497 425508.165, 308355.892 425483.453, 308359.372 425478.45399999997, 308367.939 425466.37, 308368.56299999997 425465.44, 308370.037 425463.382, 308370.771 425462.148, 308371.544 425460.852, 308372.259 425459.79, 308373.278 425457.257, 308374.864 425453.06299999997, 308377.444 425446.447, 308378.271 425444.348, 308378.986 425442.657, 308380.52 425439.25299999997, 308383.27 425433.72, 308380.69 425433.066, 308377.57899999997 425433.99199999997, 308376.505 425434.103, 308380.703 425421.377, 308383.331 425414.415, 308386.426 425406.248, 308387.331 425403.713, 308387.545 425403.196, 308391.576 425390.11, 308395.424 425377.494, 308398.366 425370.694, 308399.181 425368.817, 308403.452 425359.042, 308405.241 425358.831, 308405.509 425358.902, 308405.885 425358.982, 308410.877 425360.042, 308416.26399999997 425361.276, 308437.804 425366.114, 308444.88899999997 425367.694, 308443.075 425359.387, 308442.184 425355.536, 308439.223 425341.995, 308437.261 425333.033, 308436.529 425328.987, 308436.409 425328.046, 308435.871 425323.379, 308435.61699999997 425320.966, 308429.91599999997 425299.96499999997, 308429.821 425299.439, 308426.81 425281.524, 308426.621 425279.21499999997, 308439.754 425281.597, 308443.556 425282.276, 308444.85099999997 425282.383, 308446.592 425282.585, 308447.815 425282.71499999997, 308448.778 425282.765, 308449.506 425282.721, 308451.44299999997 425282.636, 308452.706 425282.525, 308454.67699999997 425282.444, 308458.109 425281.884, 308459.25299999997 425281.957, 308462.247 425282.298, 308464.584 425283.016, 308471.671 425286.49199999997, 308478.671 425267.6, 308481.624 425259.635, 308484.873 425250.921, 308489.962 425237.265, 308490.289 425236.365, 308495.15499999997 425224.169, 308497.153 425215.991, 308498.054 425213.63, 308498.654 425211.939, 308500.598 425206.899, 308501.803 425203.649, 308504.456 425196.627, 308509.97599999997 425182.02999999997, 308512.073 425176.575, 308512.191 425174.43, 308512.362 425172.13, 308512.426 425170.99, 308511.908 425170.012, 308508.17699999997 425167.641, 308507.336 425167.608, 308504.214 425168.103, 308503.51 425168.092, 308489.134 425168.47, 308488.637 425164.969, 308488.142 425161.787, 308486.877 425154.038, 308485.059 425142.748, 308482.901 425129.578, 308482.172 425125.399, 308480.807 425117.48, 308479.201 425108.327, 308478.678 425105.212, 308474.881 425105.516, 308471.75299999997 425105.747, 308438.235 425110.326, 308439.682 425106.97599999997, 308443.845 425098.214, 308447.046 425091.41, 308454.604 425075.429, 308455.626 425073.239, 308462.198 425059.386, 308464.961 425053.571, 308467.018 425049.165, 308470.23099999997 425042.41, 308468.223 425042.153, 308465.75299999997 425041.948, 308461.809 425041.521, 308454.531 425040.73, 308452.961 425040.56, 308451.635 425040.241, 308450.515 425039.915, 308441.52 425037.298, 308435.094 425035.436, 308409.83999999997 425027.744, 308408.719 425027.369, 308399.62799999997 425024.665, 308397.317 425023.995, 308396.118 425023.658, 308394.236 425023.168, 308393.58999999997 425023.004, 308389.233 425022.187, 308387.883 425021.975, 308386.873 425021.77999999997, 308386.301 425024.835, 308367.254 425021.768, 308361.497 425019.736, 308357.99199999997 425019.686, 308356.994 425017.934, 308346.674 425017.289, 308342.51 425017.046, 308343.691 425011.885, 308349.257 424993.216, 308362.324 424996.842, 308363.519 424993.776, 308365.051 424989.674, 308367.875 424982.176, 308369.043 424978.988, 308382.321 424984.598, 308397.669 424991.073, 308417.373 424999.386, 308432.051 425005.289, 308435.41 424998.619, 308435.998 424997.023, 308438.66 424989.674, 308442.494 424979.085, 308447.18 424967.145, 308442.08 424963.993, 308428.583 424957.275, 308423.861 424954.93799999997, 308428.023 424944.435, 308433.366 424930.998, 308444.099 424904.299, 308444.417 424903.516, 308442.006 424898.545, 308437.629 424889.61699999997, 308433.913 424881.23099999997, 308428.923 424870.131, 308423.507 424858.009, 308419.113 424848.187, 308412.748 424848.054, 308405.519 424847.944, 308398.60599999997 424847.859, 308398.91599999997 424842.125, 308399.153 424838.852, 308399.19 424837.988, 308399.167 424837.49, 308399.141 424834.629, 308398.983 424825.44, 308399.13899999997 424813.099, 308399.214 424811.93, 308399.286 424810.699, 308399.823 424806.648, 308400.54099999997 424801.05, 308400.94299999997 424797.009, 308401.12799999997 424794.381, 308401.428 424790.973, 308401.636 424789.487, 308401.76399999997 424787.164, 308401.977 424784.19299999997, 308398.926 424783.505, 308397.255 424783.159, 308394.683 424782.571, 308389.173 424781.649, 308377.991 424779.641, 308372.37799999997 424778.546, 308363.532 424777.044, 308352.734 424775.783, 308353.218 424773.243, 308353.781 424770.647, 308355.801 424760.569, 308358.094 424747.67699999997, 308358.637 424743.019, 308361.071 424726.99, 308361.777 424722.243, 308362.921 424720.417, 308362.957 424716.56, 308363.279 424714.281, 308363.761 424708.93799999997, 308364.10099999997 424705.947, 308364.256 424703.45, 308364.47599999997 424701.007, 308364.588 424699.386, 308364.978 424692.997, 308365.258 424687.654, 308365.477 424684.209, 308366.033 424681.457, 308365.756 424677.785, 308364.311 424678.158, 308361.752 424678.744, 308359.659 424679.266, 308357.797 424679.743, 308354.016 424680.467, 308352.034 424680.88899999997, 308348.681 424681.471, 308332.702 424684.437, 308329.098 424685.086, 308326.542 424685.706, 308325.885 424692.352, 308325.357 424700.306, 308324.594 424710.285, 308324.393 424713.029, 308324.096 424718.312, 308323.743 424722.403, 308323.524 424725.384, 308323.38899999997 424726.977, 308322.793 424734.718, 308322.368 424741.765, 308322.269 424743.384, 308319.97 424744.784, 308319.398 424747.011, 308318.643 424749.993, 308318.315 424751.247, 308316.545 424760.149, 308316.192 424761.58999999997, 308315.456 424765.121, 308314.615 424768.919, 308305.988 424803.189, 308305.024 424806.539, 308304.233 424808.754, 308304.525 424816.178, 308303.15 424822.372, 308301.58 424829.48099999997, 308300.997 424832.146, 308299.328 424831.684, 308298.598 424834.26399999997, 308297.952 424836.564, 308294.618 424852.31799999997, 308294.129 424854.672, 308292.999 424859.543, 308291.478 424866.2, 308290.115 424872.18799999997, 308289.458 424877.385, 308288.922 424879.564, 308288.612 424880.81299999997, 308287.783 424883.865, 308286.622 424888.461, 308285.344 424893.451, 308284.325 424896.599, 308278.467 424922.588, 308285.053 424927.493, 308292.865 424933.31, 308296.784 424936.23099999997, 308299.267 424936.584, 308302.931 424932.921, 308308.444 424934.138, 308315.016 424935.562, 308327.911 424938.373, 308325.675 424946.886, 308324.85099999997 424950.102, 308323.85599999997 424949.807, 308322.428 424954.871, 308321.604 424960.852, 308319.523 424968.137, 308315.857 424981.311, 308313.388 424990.352, 308312.5 424993.622, 308311.767 424996.217, 308310.342 425001.10599999997, 308308.509 425007.782, 308307.608 425011.029, 308306.589 425015.189, 308304.934 425021.598, 308302.573 425030.683, 308302.046 425032.27999999997, 308297.044 425048.218, 308295.63899999997 425052.92, 308279.684 425050.589, 308272.82 425047.984, 308262.609 425044.126, 308251.046 425039.379, 308239.8 425035.132, 308229.26 425031.18799999997, 308227.179 425030.409, 308225.785 425029.732, 308221.26399999997 425027.598, 308221.52 425026.6, 308218.234 425025.298, 308200.695 425018.421, 308181.417 425010.827, 308154.994 425000.336, 308146.73 424997.037, 308129.587 424990.203, 308126.076 424988.87, 308118.7 424986.047, 308109.633 424982.554, 308109.464 424982.529, 308105.86 424981.129, 308098.81299999997 424978.379, 308093.664 424970.468, 308090.561 424965.807, 308090.172 424962.484, 308092.777 424956.545, 308096.92699999997 424947.197, 308099.72599999997 424940.832, 308102.245 424933.602, 308105.057 424925.448, 308107.844 424917.33, 308110.85 424908.604, 308107.588 424907.654, 308099.16599999997 424904.00299999997, 308093.324 424901.484, 308078.937 424896.076, 308061.437 424889.13, 308050.178 424884.676, 308046.172 424895, 308044.738 424898.81799999997, 308043.953 424900.44, 308043.491 424901.537, 308041.282 424906.255, 308035.85599999997 424920.335, 308031.996 424930.553, 308030.279 424934.966, 308028.295 424940.04099999997, 308022.332 424949.839, 308017.871 424948.359, 308012.4 424949.002, 308006.75299999997 424949.619, 308003.625 424949.96, 307998.428 424959.794, 307997.973 424960.58999999997, 307997.746 424961.072, 307996.766 424962.553, 307993.401 424968.107, 307992.162 424969.755, 307990.52 424972.053, 307988.996 424973.681, 307986.255 424976.564, 307979.612 424982.894, 307976.653 424985.621, 307975.627 424986.212, 307968.037 424991.012, 307966.857 424991.767, 307964.459 424993.13, 307963.339 424993.824, 307962.901 424994.676, 307962.207 424996.002, 307960.966 424999.033, 307959.604 425002.368, 307952.422 425019.115, 307949.672 425025.663, 307948.783 425027.781, 307947.56799999997 425030.682, 307945.423 425036.759, 307940.393 425050.864, 307937.282 425060.614, 307936.607 425061.133, 307935.797 425062.991, 307933.236 425068.392, 307931.756 425071.559, 307928.62799999997 425078.12, 307926.153 425083.076, 307925.111 425085.032, 307923.836 425087.47, 307920.807 425092.97, 307919.573 425095.32899999997, 307918.113 425098.104, 307916.88899999997 425100.146, 307916.06799999997 425101.646, 307915.034 425103.554, 307914.87799999997 425104.58999999997, 307915.082 425105.698, 307915.46 425106.915, 307915.727 425107.414, 307916.056 425107.974, 307916.37799999997 425108.321, 307916.567 425108.644, 307917.3 425109.309, 307919.098 425111.13899999997, 307919.999 425112.21, 307922.701 425115.265, 307923.845 425116.324, 307924.88 425117.407, 307934.47 425126.486, 307936.5 425128.497, 307936.941 425128.884, 307937.45 425129.346, 307938.414 425130.235, 307946.41 425136.734, 307948.468 425138.375, 307954.512 425143.675, 307956.207 425145.24199999997, 307958.66 425147.31299999997, 307959.08 425147.651, 307961.83 425149.398, 307968.917 425154.061, 307972.735 425156.536, 307973.773 425157.196, 307987.413 425165.421, 307991.697 425167.915, 307993.767 425169.133, 307994.882 425169.913, 308001.008 425173.94, 308006.643 425164.557, 308012.181 425155.343, 308018.29099999997 425145.181, 308024.522 425134.787, 308036.815 425113.47599999997, 308049.071 425118.855, 308060.74199999997 425124.00299999997, 308064.529 425125.671, 308068.289 425127.375, 308096.02 425141.018, 308097.061 425141.505, 308117.614 425150.26399999997, 308118.06799999997 425150.548, 308122.679 425153.082, 308135.277 425160.346, 308135.66 425159.425, 308136.214 425157.826, 308138.38 425152.71499999997, 308138.442 425152.56799999997, 308142.251 425143.598, 308147.898 425130.246, 308153.18 425117.735, 308156.649 425109.484, 308160.812 425099.686, 308162.467 425095.755, 308164.706 425090.424, 308171.205 425093.576, 308180.212 425097.909, 308190.265 425102.717, 308199.406 425107.32899999997, 308211.235 425113.512, 308221.297 425118.785, 308233.934 425125.436, 308241.066 425129.164, 308245.399 425131.16, 308247.882 425132.255, 308250.695 425134.216, 308251.436 425134.58, 308259.395 425138.43799999997, 308270.69 425143.355, 308268.192 425152.38899999997, 308266.428 425161.025, 308265.907 425164.325, 308265.48099999997 425166.772, 308265.238 425169.048, 308264.751 425173.904, 308264.167 425179.527, 308263.607 425184.797, 308261.914 425194.4, 308260.917 425200.217, 308259.931 425205.877, 308259.07899999997 425210.806, 308258.3 425215.26, 308257.267 425220.618, 308256.949 425222.86699999997, 308259.882 425228.259, 308258.093 425234.527, 308256.243 425241.025, 308254.393 425246.929, 308252.762 425252.163, 308251.144 425257.323, 308250.255 425260.244, 308247.87 425267.863, 308247.249 425270.212, 308246.821 425273.57, 308246.68 425274.397, 308245.935 425280.289, 308244.827 425288.918, 308243.537 425299.057, 308243.147 425301.844, 308242.725 425305.336, 308242.344 425308.915, 308242 425312.132, 308240.408 425324.409))",0.1720733359884872,0.0,1.18,0.04,5.49,1.0,16.080000000000002,5.5600000000000005,83.78
